review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category
6252,Womens-sneakers,Braxton,19/04/2024,5 star rating,True to size,Not specified,Unverified,Must grab,"Love the quality, the fit is perfect.
I just wish they could send two pairs of shoelaces to switch the look. I changed mine for an extra pair I had and it matches perfectly with the heel notch…. other than that they are perfect!",228.0,Woman's
6253,Womens-sneakers,Braxton,18/05/2024,5 star rating,True to size,Not specified,Verified Buyer,"Están Hermosos , muy Confortables","Están Hermosos , muy Confortables y el color igual a la Foto , 100 % recomendable",81.0,Woman's
6254,Womens-sneakers,Braxton,03/05/2024,4 star rating,Small,Not specified,Verified Buyer,A tad large,"I Loved the look and quality, but they ran big so I will give them to someone with larger feet",94.0,Woman's
6255,Womens-sneakers,Tommy,20/10/2024,5 star rating,True to size,Not specified,Verified Buyer,A Great Buy!,"The sneaker was super comfortable and I got several compliments.

The only thing is that it was a little tricky loosening the elastic but once i figured it out, I was good to go.

A great buy indeed!",199.0,Woman's
6256,Womens-sneakers,Tommy,23/07/2024,5 star rating,True to size,Not specified,Verified Buyer,Excelent !,Excelent !,10.0,Woman's
6257,Womens-sneakers,Tommy,13/02/2024,5 star rating,True to size,Not specified,Verified Buyer,Nice Sneakers,Very beautiful and comfortable.,31.0,Woman's
6258,Womens-sneakers,Tommy,29/11/2023,5 star rating,True to size,Not specified,Verified Buyer,Loveeee,"These shoes are extremely comfortable, super fashionable. And a must have. They are super cute sneakers. I love the combination of colors. Add to cart!!!",153.0,Woman's
6259,Womens-sneakers,Aziel,17/06/2025,5 star rating,True to size,Stylish,Verified Buyer,OBSESSED,Bought these on pre-sale. 100% worth the price & the wait! Couldn't wait to wear them the next day!!! I can't afford the Miu Miu's but these are just as exciting to me. Love the shoestrings and the brown is the perfect neutral and they are comfortable and look fabulous on my feet.,281.0,Woman's
6260,Womens-sneakers,Aziel,18/06/2025,5 star rating,Too Big,"Value, Stylish, Comfortable, Quality",Verified Buyer,very nice and comfy snickers,very nice and comfy snickers shoes,34.0,Woman's
6261,Womens-sneakers,Aziel,07/05/2025,5 star rating,True to size,Not specified,Verified Buyer,Perfect fit and very stylish,Great quality and amazing comfort,33.0,Woman's
6262,Womens-sneakers,Aziel,24/05/2025,1 star rating,Small,Stylish,Verified Buyer,Very cute but not the,Very cute but not the best shoes for walking long periods of time. Size up,74.0,Woman's
6263,Womens-sneakers,Aziel,10/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Love 💯,Just got them today. Absolutely love. Great quality. Super comfy. I got the Aziel in Camel.,91.0,Woman's
6264,Womens-sneakers,Dodge,22/06/2025,5 star rating,True to size,"Value, Comfortable, Stylish, Quality",Verified Buyer,Loving them❤️,"Sporty, casual, and ohhhh so comfortable 🎶🎶🎶🎶",45.0,Woman's
6265,Womens-sneakers,Blaze,25/07/2024,4 star rating,True to size,Not specified,Verified Buyer,Super nice and sporty shoes.,Super nice and sporty shoes. A little bit tight but great catch.,64.0,Woman's
6266,Womens-sneakers,Memento,18/01/2025,4 star rating,Too Big,Not specified,Verified Buyer,Cute,I have a blood clot and swollen feet. These are great as they allow for that. The only issue I’ve had so far is the noise. They squeak!,135.0,Woman's
6267,Womens-sneakers,Memento,22/12/2024,5 star rating,Big,Not specified,Verified Buyer,I am in love,"Good quality, beautiful and super easy. I still don't know if it's comfortable because I haven't used it yet",108.0,Woman's
6268,Womens-sneakers,Memento,09/11/2024,5 star rating,True to size,Not specified,Verified Buyer,Love,I’ve worn non stop since I got them. So easy and comfortable to throw on with any outfit!,89.0,Woman's
6269,Womens-sneakers,Memento,28/10/2024,5 star rating,Too Big,Not specified,Verified Buyer,Fun sneaker mule,Runs 1/2 size large,19.0,Woman's
6270,Womens-sneakers,Dodge-p,05/06/2025,5 star rating,Not specified,"Comfortable, Quality, Stylish",Verified Buyer,Cute shoe but I couldn’t,Cute shoe but I couldn’t wear the high sole.,44.0,Woman's
6271,Womens-sneakers,Dodge-p,06/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Great sneaker,Such a cute sneaker and so comfortable goes well with everything,64.0,Woman's
6272,Womens-sneakers,Dodge-p,03/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Great Shoe,I love the comfort and style of this shoe!,42.0,Woman's
6273,Womens-sneakers,Dodge-p,15/03/2025,3 star rating,Big,Not specified,Verified Buyer,They were too heavy of,They were too heavy of a shoe for me.,37.0,Woman's
6274,Womens-sneakers,Fuse,21/06/2025,5 star rating,True to size,"Comfortable, Quality, Stylish",Verified Buyer,Perfect Shoes,"It was just what I was looking for, I almost couldn't find my size.",67.0,Woman's
6275,Womens-sneakers,Fuse,20/06/2025,5 star rating,Not specified,Not specified,Unverified,WANT TO HAVE,WOULD LOVE TO HAVE BUT NEED A SIZE 7 IN WHITE. CAN YOU LET ME KNOW WHEN AVAILABLE?,82.0,Woman's
6276,Womens-sneakers,Fuse,17/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Love them,"Stylish . Comfy. My friend has already purchased a pair , the white .",69.0,Woman's
6277,Womens-sneakers,Fuse,07/04/2025,4 star rating,Not specified,Not specified,Unverified,FUSE WHITE,Would like to be notified whecsize 5 is available.,50.0,Woman's
6278,Womens-sneakers,Fuse,05/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Perfect shoes.,Perfect shoes.,14.0,Woman's
6279,Womens-sneakers,Optimus,03/06/2025,5 star rating,True to size,"Stylish, Quality",Verified Buyer,Favorite!,"This are So cool, the two colors together are undeniably! I receive compliments all the time!",93.0,Woman's
6280,Womens-sneakers,Optimus,01/06/2025,5 star rating,True to size,Stylish,Verified Buyer,Love them,The color the style the fit were all perfect,44.0,Woman's
6281,Womens-sneakers,Optimus,22/05/2025,5 star rating,True to size,"Comfortable, Stylish, Quality",Verified Buyer,Love!!,"Love these, they are comfortable and stylish",44.0,Woman's
6282,Womens-sneakers,Optimus,24/05/2025,5 star rating,Too Big,"Stylish, Quality, Value, Comfortable",Verified Buyer,Love ❤️ them,Love ❤️ them,12.0,Woman's
6283,Womens-sneakers,Optimus,01/04/2025,5 star rating,True to size,Not specified,Verified Buyer,Love them!,"First of all, they’re comfortable…second of all I love that they’re so different. They look so good!",100.0,Woman's
6284,Womens-sneakers,Optimus,28/02/2025,5 star rating,True to size,Not specified,Verified Buyer,I love dem. . I purchased,"I love dem. . I purchased a 9. 5 n I thought it would be to tight but they're not. . Also the top flip can come off, so you can wear it with or without.",152.0,Woman's
6285,Womens-sneakers,Mobility,11/06/2025,5 star rating,True to size,"Stylish, Value, Quality, Comfortable",Verified Buyer,Love these sneakers!,"Comfortable, classy, one of a kind! Yes, those words describe these great sneakers that I’ve dressed up and down since I bought them. Lots of compliments and questions about where I bought them! Don’t miss out!",210.0,Woman's
6286,Womens-sneakers,Mobility,29/03/2025,5 star rating,Too Big,Not specified,Verified Buyer,Love love love!!!,"These are the most comfortable and stylish shoes!!! Love them is an understatement. If you’re looking for complete comfort, these are the shoes for you! The pics I shared show them still in the box; but, believe me, I have worn them and I’m in love!!",250.0,Woman's
6287,Womens-sneakers,Mobility,21/06/2025,5 star rating,True to size,Quality,Verified Buyer,Classy! Beautiful! Absolutely love it!!,Classy! Beautiful! Absolutely love it!!,39.0,Woman's
6288,Womens-sneakers,Mobility,12/04/2025,5 star rating,True to size,Not specified,Unverified,MOBILITY SILVER LEATHER,It is a beautiful stylish shoes! Extremely comfortable I usually wear 7 1/2 and I purchase an eighth and it fits great!,119.0,Woman's
6289,Womens-sneakers,Mobility,12/05/2025,5 star rating,Not specified,Not specified,Verified Buyer,Great looking and super comfy,Theses shoes are great!!,24.0,Woman's
6290,Womens-sneakers,Mobility,15/04/2025,4 star rating,True to size,Not specified,Verified Buyer,ShoNuff,They're very nice. I haven't had a chance to where them yet.,60.0,Woman's
6291,Womens-sneakers,Mobility,15/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,Great purchase,Very classy,11.0,Woman's
6292,Womens-sneakers,Strecker,07/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Cute,Super cute for spring they look cute with jeans or trouser pants.,65.0,Woman's
6293,Womens-sneakers,Rapid,11/06/2025,5 star rating,True to size,"Value, Stylish, Quality, Comfortable",Verified Buyer,Luv luv luv!!!!!!,"Bought these in the black 1st, because the white were sold out. When I saw the white for sale, even though they were on backorder, I couldn't pass them up! True size is an 8, but I ordered a half size up to account for wearing with socks and theyre PERFECT!!!!",260.0,Woman's
6294,Womens-sneakers,Rapid,16/06/2025,5 star rating,True to size,"Comfortable, Quality, Stylish, Value",Verified Buyer,Super Cute&Comfy!⭐️⭐️⭐️⭐️⭐️,"The Rapid Whites sneakers are incredibly comfortable and stylish. They offer excellent support, making them perfect for all-day wear.",133.0,Woman's
6295,Womens-sneakers,Rapid,19/06/2025,5 star rating,Small,"Value, Quality, Comfortable, Stylish",Verified Buyer,Beautiful shoe,"Stylish, comfortable and original. Sort of small, I'm a size 7. 5, I think an 8 would be prefect.",97.0,Woman's
6296,Womens-sneakers,Rapid,13/06/2025,5 star rating,Too Big,"Stylish, Comfortable",Verified Buyer,Best Sneakers Ever,These sneakers are like walking on clouds!,42.0,Woman's
6297,Womens-sneakers,Rapid,12/06/2025,5 star rating,True to size,"Quality, Stylish, Comfortable, Value",Verified Buyer,looks good with everything,looks good with everything,26.0,Woman's
6298,Womens-sneakers,Rapid,25/01/2025,5 star rating,True to size,Not specified,Verified Reviewer,CUTENESS,"CUTENESS! These rapids are stylish, eye catching and comfortable. Purchased the black pair in my normal tennis shoe size 7 and they fit fine, for me. My left shoe does have a little defect on the gray area, but it’s only noticeable up close. Will definitely purchase the white pair. Also the color combo",303.0,Woman's
6299,Womens-sneakers,Rapid,20/01/2025,5 star rating,Small,Not specified,Verified Buyer,Size up.,I'm normally a 9 but I wear 9 and a half in steve madden sneakers.,66.0,Woman's
6300,Womens-sneakers,Rapid,15/02/2025,5 star rating,True to size,Not specified,Unverified,Rapid,This shoes is very comfortable. Received many compliments. I had to order size up instead of 8 I had to get 8 1/2,113.0,Woman's
6301,Womens-sneakers,Rapid,22/12/2024,5 star rating,Small,Not specified,Verified Buyer,Cute chunky quality,The shoes are so 🔥! Narrow fit please GO UP A HALF A SIZE. I get lots of compliments when I wear them out!,106.0,Woman's
6302,Womens-sneakers,Rapid,11/12/2024,5 star rating,Small,Not specified,Verified Buyer,Nice,These are good quality shoes. I would definitely say go a half size up! These are the knock off Balencies lol but they’re cute cute!,132.0,Woman's
6303,Womens-sneakers,Supercampo,16/04/2025,3 star rating,Too Small,Not specified,Unverified,Cute Shoe! Runs SMALL!,"These shoes look great and rather expensive. They run small, which is weird because they're a big, bulky shoe. I recommend for style but go up half a size (or maybe a full size). I wear a 9. 5 but bought a 10 and they're still too short. I'm going to attempt stretching them.",275.0,Woman's
6304,Womens-sneakers,Supercampo,05/06/2025,5 star rating,True to size,"Stylish, Quality, Comfortable",Verified Buyer,Satisfied customer,I love the tennis shoes they are very comfortable and the quality is top tier.,78.0,Woman's
6305,Womens-sneakers,Supercampo,27/05/2025,5 star rating,Too Big,Stylish,Verified Buyer,Love these,Great sneakers! Plan to wear to my grandkids game and activities. They are stiff at first but with wear loosen up. True to size!,128.0,Woman's
6306,Womens-sneakers,Supercampo,16/06/2025,5 star rating,True to size,Comfortable,Verified Buyer,LOVE THESE,Feels like Im walking on a cloud!,33.0,Woman's
6307,Womens-sneakers,Supercampo,21/05/2025,4 star rating,True to size,"Stylish, Quality, Value, Comfortable",Unverified,Good,Good brand and comfy I love this sneakers!!!!!!,47.0,Woman's
6308,Womens-sneakers,Supercampo,26/05/2025,5 star rating,True to size,"Value, Comfortable, Stylish, Quality",Verified Buyer,These shoes rock.,I love these shoes. They definitely make a statement.,53.0,Woman's
6309,Womens-sneakers,Supercampo,26/05/2025,5 star rating,True to size,"Comfortable, Value, Quality, Stylish",Verified Buyer,Wow that’s all I can,Wow that’s all I can say they look good on my feet and super comfortable,72.0,Woman's
6310,Womens-sneakers,Supercampo,12/05/2025,5 star rating,True to size,Not specified,Verified Buyer,I love the shoes. They,I love the shoes. They are true to size. I’ve got so many compliments.,70.0,Woman's
6311,Womens-sneakers,Supercampo,01/04/2025,5 star rating,Too Big,Not specified,Verified Buyer,I love my new shoes,I love my new shoes 👟 they are very comfortable . I receive many compliments 🙌,78.0,Woman's
6312,Womens-sneakers,Supercampo,29/05/2025,5 star rating,True to size,"Comfortable, Stylish, Value, Quality",Verified Buyer,Super Campo Silver,Wife loved it. . !!,19.0,Woman's
6313,Womens-sneakers,Supercampo,08/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Increíbles,"Estos zapatos son súper suaves y confortables, la talla es exacta",65.0,Woman's
6314,Womens-sneakers,Supercampo,12/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Love them,"Super comfortable, they look amazing with jeans , love them !!",62.0,Woman's
6315,Womens-sneakers,Supercampo,24/02/2025,4 star rating,Too Small,Not specified,Verified Buyer,Beautiful sneakers,"They are really beautiful, but they run small even I ordered it half size up normally I use seven and I ordered 7 1/2 but still small",133.0,Woman's
6316,Womens-sneakers,Supercampo,01/03/2025,4 star rating,True to size,Not specified,Verified Buyer,The shoe it self is,The shoe it self is very stylish but the heel on it is very long…,65.0,Woman's
6317,Womens-sneakers,Supercampo,27/03/2025,5 star rating,True to size,Not specified,Verified Buyer,Love!,These are so cute and unique!,29.0,Woman's
6318,Womens-sneakers,Supercampo,20/02/2025,4 star rating,Too Big,Not specified,Verified Buyer,Gold Tennis Shoes,"They look good. Definitely different, but so Steve Madden",57.0,Woman's
6319,Womens-sneakers,Supercampo,15/03/2025,3 star rating,True to size,Not specified,Verified Buyer,Cute but. . .,Cute but just not for me,24.0,Woman's
6320,Womens-sneakers,Supercampo,19/03/2025,5 star rating,Small,Not specified,Verified Buyer,Nice Shoes,Love them!,10.0,Woman's
6321,Womens-sneakers,Supercampo,23/02/2025,1 star rating,Not specified,Not specified,Unverified,Not comfortable,"Not comfortable at all, very firm",33.0,Woman's
6322,Womens-sneakers,Paxtin-c,20/06/2025,5 star rating,Too Big,"Comfortable, Quality, Stylish",Verified Buyer,Outstanding,Outstanding,11.0,Woman's
6323,Womens-sneakers,Paxtin-c,27/05/2025,5 star rating,True to size,"Comfortable, Stylish",Verified Buyer,Paxton…. Moooooo,Love the print!!!!,18.0,Woman's
6324,Womens-sneakers,Paxtin-c,11/06/2025,5 star rating,Too Big,Stylish,Verified Buyer,I’m loving,Ame,3.0,Woman's
6325,Womens-sneakers,Paxtin-c,08/05/2025,5 star rating,True to size,Not specified,Verified Reviewer,Superb Cowprint Shoes,They fit very well. The look you give to stand out from the crowd.,66.0,Woman's
6326,Womens-sneakers,Paxtin-c,08/03/2025,5 star rating,Not specified,Not specified,Unverified,Cow bella,"These are great!!!! They run long, so I sent the first pair back and ordered a half size smaller than my usual. The new arrived today and they’re spot on. I have wide feet but they’re fitting right in and the shoe is accommodating beautifully. Also, because they’re hightops they provide ankle more support",306.0,Woman's
6327,Womens-sneakers,Paxtin-c,01/03/2025,5 star rating,Too Big,Not specified,Verified Buyer,Cute shoe.,Cute shoe.,10.0,Woman's
6328,Womens-sneakers,Paxtin-c,15/03/2025,5 star rating,True to size,Not specified,Unverified,Must Have!,So much Prettier in Person!!!,29.0,Woman's
6329,Womens-sneakers,Rockaway,01/08/2024,3 star rating,True to size,Not specified,Unverified,Super cute average quality,"I loved these shoes, they are adorable and super comfy. I got them as a gift for Christmas, they were my everyday shoe, lasted about 6/7 months before they started falling apart. Wish they lasted a bit longer for me but I did really like them",242.0,Woman's
6330,Womens-sneakers,Rockaway,31/05/2024,5 star rating,True to size,Not specified,Verified Reviewer,Great sneaks,I love them! They look just like the expensive designer brand for a fraction of the price$$$,92.0,Woman's
6331,Womens-sneakers,Rockaway,24/06/2023,5 star rating,True to size,Not specified,Verified Buyer,Love these!,This is my second pair. They are so cute and comfortable and for true to size. I even throw them in the wash and they come out great!,133.0,Woman's
6332,Womens-sneakers,Rockaway,06/05/2024,5 star rating,Small,Not specified,Verified Buyer,LOVE LOVE LOVE LOVE,"Love these super cool shoes - they are very comfortable, no breaking in needed. I always recommend sizing one half size up for Steve Madden Platforms these days. Very cute and stylish and great for travel. You won’t regret your purchase!",237.0,Woman's
6333,Womens-sneakers,Rockaway,25/04/2024,5 star rating,Not specified,Not specified,Verified Buyer,Comfortable and cute!,Comfortable and cute!,21.0,Woman's
6334,Womens-sneakers,Rockaway,19/04/2024,5 star rating,Not specified,Not specified,Verified Buyer,Was purchased as a gift,Was purchased as a gift and the recipient loves them!,53.0,Woman's
6335,Womens-sneakers,Rockaway,15/04/2024,5 star rating,True to size,Not specified,Verified Buyer,Very cute! I like them,Very cute! I like them and recommend them,41.0,Woman's
6336,Womens-sneakers,Rockaway,10/04/2024,3 star rating,True to size,Not specified,Verified Buyer,They have the look,Awesome look! Not very comfortable because they are flat on the feet and not flexible to walk on them,101.0,Woman's
6337,Womens-sneakers,Rockaway,11/03/2024,5 star rating,True to size,Not specified,Verified Buyer,I LOVE THESE. so comfortable,I LOVE THESE. so comfortable and cute!,38.0,Woman's
6338,Womens-sneakers,Rockaway,22/02/2024,4 star rating,Too Small,Not specified,Verified Buyer,Great look but they run small!,"I am a true size 8 (regular/medium width) but had to return those and size up to an 8.5 - and they are still a little tight but I know a 9 would be too big! I'll just plan to wear them with thin socks. I love the style and look for them, the vegan leather looks and feels luxe. Got them for concerts to",302.0,Woman's
6339,Womens-sneakers,Rockaway,18/01/2024,5 star rating,True to size,Not specified,Verified Buyer,I loved them,I loved them,12.0,Woman's
6340,Womens-sneakers,Rockaway,11/11/2023,5 star rating,Not specified,Not specified,Verified Buyer,Favorite shoe,"I love that they give me height, look stylish and feels like Im walking on a cloud. I bought 2 more pairs. Size is accurate I am a 7.",133.0,Woman's
6341,Womens-sneakers,Rockaway,18/09/2023,5 star rating,True to size,Not specified,Verified Buyer,Love Love Love!,"Love these, they go with so many different outfits. Very comfy.",63.0,Woman's
6342,Womens-sneakers,Rockaway,28/08/2023,5 star rating,True to size,Not specified,Verified Buyer,Love these shoes! Super cute,"Love these shoes! Super cute and chic! Wish they came in other colors, I would buy more of them!",96.0,Woman's
6343,Womens-sneakers,Rockaway,25/07/2023,5 star rating,Small,Not specified,Verified Buyer,Very cute,"Very cute, love it... runs small",32.0,Woman's
6344,Womens-sneakers,Rockaway,19/07/2023,5 star rating,Not specified,Not specified,Verified Buyer,Soooo cute!!,Soooo cute!!,12.0,Woman's
6345,Womens-sneakers,Rockaway,10/07/2023,5 star rating,True to size,Not specified,Verified Buyer,Go to concert sneakers,Love these super cute and comfortable shoes,43.0,Woman's
6346,Womens-sneakers,Rockaway,04/07/2023,5 star rating,True to size,Not specified,Verified Buyer,Great shoes,A little heavy but they are stylish and fun!,44.0,Woman's
6347,Womens-sneakers,Rockaway,27/06/2023,5 star rating,True to size,Not specified,Verified Buyer,Amazing,You can’t go wrong with STEVE MADDEN shoes 👟 love them,54.0,Woman's
6348,Womens-sneakers,Rockaway,24/06/2023,5 star rating,Small,Not specified,Verified Buyer,Love it,I recommend ordering a half size larger,39.0,Woman's
6349,Womens-sneakers,Rockaway,11/06/2023,1 star rating,Too Small,Not specified,Verified Buyer,Terrible quality control,I’m always a true 6.5 and these were so so tight. In all other Steve Madden shoes I’m a 6.5 I tried the 7 on and they were huge. Very frustrating,145.0,Woman's
6350,Womens-sneakers,Rockaway,18/05/2023,5 star rating,True to size,Not specified,Verified Buyer,Perfect,I love them !! So comfy and chic,32.0,Woman's
6351,Womens-sneakers,Rockaway,27/04/2023,5 star rating,Not specified,Not specified,Verified Buyer,Divinas,"Muy cómodas,las recomiendo 💯",28.0,Woman's
6352,Womens-sneakers,Rockaway,23/04/2023,5 star rating,True to size,Not specified,Verified Buyer,Great tennis shoe,Love theses,11.0,Woman's
6353,Womens-sneakers,Rockaway,22/04/2023,5 star rating,True to size,Not specified,Verified Buyer,Super cool,10/10,5.0,Woman's
6354,Womens-sneakers,Rockaway,21/04/2023,5 star rating,True to size,Not specified,Verified Buyer,Cute shoe!,The platform gives every outfit a super cute look!,50.0,Woman's
6355,Womens-sneakers,Rockaway,11/03/2023,5 star rating,True to size,Not specified,Verified Buyer,Great sneakers,"Love the platform, the fit, super comfortable and very stylish!",63.0,Woman's
6356,Womens-sneakers,Rockaway,05/03/2023,5 star rating,True to size,Not specified,Verified Buyer,Platform sneakers r awesome,I love these - they look great and we’re comfortable the first day!,67.0,Woman's
6357,Womens-sneakers,Rockaway,21/02/2023,5 star rating,Small,Not specified,Verified Buyer,Kinda' cool,but they are so narrow !!!,26.0,Woman's
6358,Womens-sneakers,Rockaway,16/02/2023,5 star rating,Not specified,Not specified,Verified Buyer,Me facinaron!!,Me facinaron!!,14.0,Woman's
6359,Womens-sneakers,Rockaway,14/02/2023,5 star rating,True to size,Not specified,Verified Buyer,Comfy and Stylish,"After trying several platform sneakers that just didn't fit right, I was starting to lose hope. These Steve Maddens do the trick! They're stylish, comfortable, and just the right height. I'm a true size 8 and they don't slip around in the heel like other brands. I plan on buying more in different",297.0,Woman's
6360,Womens-sneakers,Rockaway,19/12/2022,3 star rating,Too Small,Not specified,Verified Buyer,Runs small,Cute but the quality isn’t worth the price. Runs quite small too,64.0,Woman's
6361,Womens-sneakers,Rockaway,25/10/2022,5 star rating,True to size,Not specified,Verified Buyer,Very comfortable…love love love,Very comfortable…love love love,31.0,Woman's
6362,Womens-sneakers,Rockaway,21/10/2022,5 star rating,True to size,Not specified,Verified Buyer,Comfortable,I have a lot of problems with my feet as a marathon runner I have gone through a lot of shoes and I was surprised I did a back pack trip to europe ams mo problems. Looks nice with everything and very confortable. I just bought this second pair to have it ready when actuals are gone!,283.0,Woman's
6363,Womens-sneakers,Rockaway,18/10/2022,5 star rating,True to size,Not specified,Verified Buyer,Perfect.,Perfect.,8.0,Woman's
6364,Womens-sneakers,Rockaway,15/10/2022,5 star rating,True to size,Not specified,Verified Buyer,Perfect platform shoe!,I needed a pair of confortable shoes for my trip to Madrid. But I did not want them to be flat. These were the perfect solution for my dilemma.,143.0,Woman's
6365,Womens-sneakers,Rockaway,20/07/2022,5 star rating,True to size,Not specified,Verified Buyer,Love these,I have been looking at these for a long time and talked myself out of them every time! Bit the bullet and I’m so glad I did! They are perfect! Such good quality and fit perfectly!,179.0,Woman's
6366,Womens-sneakers,Rockaway,08/07/2022,5 star rating,True to size,Not specified,Verified Buyer,I Love them!,I Love them!,12.0,Woman's
6367,Womens-sneakers,Rockaway,06/07/2022,4 star rating,Too Small,Not specified,Verified Buyer,Nice Looking,This shoe looks great but runs small and narrow! I ordered a 1/2 size up and was good with space tie to heel but the shirt seems narrower than most the top 1/3 of shoe. And I found this odd because I tend to lean towards a narrow foot to begin with.,249.0,Woman's
6368,Womens-sneakers,Rockaway,05/07/2022,5 star rating,True to size,Not specified,Verified Buyer,The best platforms!,"These shoes are everything I hoped they’d be. Stylish, cozy, no rub, and easy to walk on. It’s like I’m wearing my Nikes all through Frisco!",140.0,Woman's
6369,Womens-sneakers,Rockaway,02/07/2022,5 star rating,Not specified,Not specified,Verified Buyer,Super cute !,"These are super cute ! The perfect summer shoe , however they do you half a size small so size up ! Also they have to be spot cleaned after every wear.",151.0,Woman's
6370,Womens-sneakers,Rockaway,24/05/2022,5 star rating,Not specified,Not specified,Verified Buyer,Excellent product,Excellent product,17.0,Woman's
6371,Womens-sneakers,Rockaway,11/05/2022,2 star rating,True to size,Not specified,Verified Buyer,Not comfortable,"Not comfortable 
Feels bumpy, at first I thought it was my socks bunching up, but there seems to be something making the surface bumpy. Overall waste of money",158.0,Woman's
6372,Womens-sneakers,Rockaway,05/05/2022,5 star rating,Big,Not specified,Verified Buyer,Sneaker,"Really comfortable
Soft leather
I’m a size 7 and they were slightly too big",75.0,Woman's
6373,Womens-sneakers,Rockaway,26/04/2022,5 star rating,True to size,Not specified,Verified Buyer,"Cute, Comfortable",Amazing shoes. Cute and comfortable.,36.0,Woman's
6374,Womens-sneakers,Rockaway,12/04/2022,5 star rating,True to size,Not specified,Verified Buyer,Best shoes I have suite,Best shoes I have suite contable,32.0,Woman's
6375,Womens-sneakers,Rockaway,05/04/2022,5 star rating,True to size,Not specified,Verified Buyer,Very comfortable!,Surprisingly comfortable. Because of the high platform I was not expecting them to be as comfortable as they are.,113.0,Woman's
6376,Womens-sneakers,Rockaway,01/04/2022,5 star rating,True to size,Not specified,Verified Buyer,AMAZING!,"Light weight, suuuuper comfy, cute platform, LOVE THEM!!!",57.0,Woman's
6377,Womens-sneakers,Rockaway,19/03/2022,4 star rating,True to size,Not specified,Verified Buyer,They last 5 walking days in Paris!,"They weren’t perfect but they were pretty great for walking around Paris and Vienna with my parents. My toes slightly shoved to the front after 8 hours on my feet but for a wide foot, I think that’s pretty good. NO pain in the heel! Might put an orthotic in next time.",268.0,Woman's
6378,Womens-sneakers,Rockaway,17/03/2022,1 star rating,True to size,Not specified,Verified Buyer,Too bulky,The platform is extremely thick.,32.0,Woman's
6379,Womens-sneakers,Scooter,19/06/2025,4 star rating,Big,Stylish,Verified Buyer,"Comfortable, But Not Sturdy","I usually wear an 8. 5, but sometimes size down to an 8 in sandals, so I ordered the 8 even though they recommended to size up, and the 8 fits comfortably with thin socks. The elastic over top is very stretchy, I hope it doesn't wear out too fast. Overall a comfortable shoe that's easy to throw on, but",303.0,Woman's
6380,Womens-sneakers,Scooter,03/06/2025,5 star rating,True to size,Comfortable,Verified Reviewer,So Comfortable,"This has got to be, the most comfortable shoe, I have ever worn! I love them.",77.0,Woman's
6381,Womens-sneakers,Scooter,03/04/2025,4 star rating,Big,Not specified,Unverified,Nice but,"Nice but runs a little large. I wear an 8, therefore, that's the size I ordered. I think a 7. 5 would have been perfect but unfortunately they don't come in half sizes. I don't have a wide foot but I think the girlie's with slightly wide feet would love these. Still a nice, quality and stylish shoe.",300.0,Woman's
6382,Womens-sneakers,Scooter,11/04/2025,5 star rating,True to size,Not specified,Verified Buyer,So cute and comfy!,Eye catching and elevate any outfit,35.0,Woman's
6383,Womens-sneakers,Scooter,15/04/2025,5 star rating,Not specified,Not specified,Verified Buyer,Shoes,Shoes,5.0,Woman's
6384,Womens-sneakers,Scooter,25/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Very comfortable. Dress up or,Very comfortable. Dress up or down. Lots of compliments,55.0,Woman's
6385,Womens-sneakers,Scooter,02/03/2025,4 star rating,Not specified,Not specified,Unverified,Cute,"Very cute shoes, but this strap gets dirty quickly since it is cloth.",69.0,Woman's
6386,Womens-sneakers,Scooter,02/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Cute & Comfortable,The shoes are so comfortable! The straps are stretchy enough to fit around the top of my foot snugly. Feels wonderful. And the cow print makes them just a little funky. Love them💕,179.0,Woman's
6387,Womens-sneakers,Scooter,28/12/2024,5 star rating,Too Big,Not specified,Verified Buyer,These look great with casual,These look great with casual and cute outfits.,46.0,Woman's
6388,Womens-sneakers,Scooter,08/12/2024,5 star rating,True to size,Not specified,Verified Buyer,Nice,"These shoes are the best, comfy, stylish and good quality!!! Thanks and get you a pair, you won’t regret it 😍",109.0,Woman's
6389,Womens-sneakers,Scooter,12/12/2024,5 star rating,True to size,Not specified,Unverified,Fancy and Fabulous!,"Buy them! They are absolutely beautiful and very comfortable. 
I have so many ideas of what I’m going to wear them with.",120.0,Woman's
6390,Womens-sneakers,Myrcella,11/06/2025,5 star rating,Small,"Value, Quality, Stylish",Unverified,Size up,Love the shoe real bad but they run small… I'm usually a 8. 5 in sneakers and 9 in boots so I purchased a 8. 5 its extremely jam up I think a 9. 5 would've been perfect. My feet are narrow so I know a wide foot couldn't stand a chance. I purchased both red and black. I removed the sole just for a bit,301.0,Woman's
