review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category,bert_sentiment,bert_score,mismatch,detected_aspects,topic,topic_prob
7599,Womens-loafers-flats,Burrow,11/11/2024,5.0,Small,Not specified,Verified Buyer,i love them,i love the shoes but its not true to size,41.0,Woman's,3.0,0.5242346525192261,True,"['size_and_fit', 'type_of_shoe', 'purchase_experience']",15,1.0
7601,Womens-loafers-flats,Leon,16/04/2025,5.0,Too Big,Not specified,Verified Buyer,cute shoe,"I'm gotten a lot of compliments on them, they do hit high and dig into my calf, but I only wear them at the office, hopefully they'll break in enough to be worn more regularly",175.0,Woman's,4.0,0.45909079909324646,True,"['comfort', 'wearability', 'specific_parts', 'meta_terms']",0,1.0
7602,Womens-loafers-flats,Leon,20/02/2025,4.0,Big,Not specified,Verified Buyer,Really Nice,"The perfect shoe/bootie, style, color and suede However this shoe is not TTS, at least in my opinion. I am a true 7. 5 , way too big: sized down to a 7, still flipping off my heals and I do not have a narrow foot . I did try to make it work with inserts but it was still not comfortable. Sadly they went",303.0,Woman's,3.0,0.43976593017578125,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'meta_terms']",0,0.8763758814767099
7603,Womens-loafers-flats,Leon,28/02/2025,5.0,True to size,Not specified,Verified Buyer,Very cute- smell great!,The leather smell is great and they’re so cute on. I’ve gotten quite a few compliments.,87.0,Woman's,4.0,0.5007956027984619,True,"['style_and_appearance', 'quality_and_material', 'purchase_experience']",37,0.6125458260901506
7604,Womens-loafers-flats,Leon,13/01/2025,5.0,True to size,Not specified,Verified Buyer,Great boots,Very comfortable and not to forget gorgeous. U can wear them all day long since day one without breaking your feet. I ordered black ones as well.,145.0,Woman's,5.0,0.8749002814292908,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'meta_terms']",6,1.0
7605,Womens-loafers-flats,Leon,25/01/2025,5.0,Big,Not specified,Verified Buyer,Just what I expected,"Runs a little big, great quality, stylish and comfortable.",58.0,Woman's,4.0,0.4824158251285553,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'quality_and_material', 'purchase_experience', 'meta_terms']",33,0.7361283143587999
7606,Womens-loafers-flats,Leon,05/02/2025,5.0,True to size,Not specified,Verified Buyer,I like very much!,Very classy. Like me. !,23.0,Woman's,5.0,0.6343878507614136,False,['style_and_appearance'],-1,0.0
7607,Womens-loafers-flats,Leon,25/12/2024,4.0,True to size,Not specified,Verified Buyer,Heavy,"TTS, easy to slip on, just a little heavy",41.0,Woman's,4.0,0.49775639176368713,False,[],-1,0.0
7608,Womens-loafers-flats,Leon,24/10/2024,5.0,Too Big,Not specified,Verified Buyer,"Love, love love these BUT. . .","I absolutely love Leon Chocolate Suedes! The color, the style and the gold buckle are FIRE!! But I had to send them back because they’re cut larger than size. I normally wear a 9 and my foot in them was floopy. I’m going to reorder a size 8.5 but they’re so popular, I can’t get them until December.",299.0,Woman's,5.0,0.26768481731414795,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'purchase_experience', 'wearability', 'delivery', 'meta_terms']",1,0.7753505484686224
7609,Womens-loafers-flats,Leon,30/11/2024,5.0,True to size,Not specified,Unverified,Very cute,I love these! I got the black ones and they are super cute for work. My size is between 6 and 6. 5 so I went with 6. 5 and they fit perfectly. A little heavier than I expected but overall they are worth it.,206.0,Woman's,5.0,0.8535094857215881,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'price_and_value', 'meta_terms']",1,1.0
7610,Womens-loafers-flats,Leon,01/10/2024,2.0,Too Small,Not specified,Verified Buyer,SMALL,Ordered the 11 and my toes were right up against the tip of the shoe. Not a true 11,83.0,Woman's,1.0,0.5014047026634216,True,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts']",1,1.0
7611,Womens-loafers-flats,Toasty,05/12/2024,4.0,Not specified,Not specified,Verified Buyer,Toasty Flats,"Shoe is wide looking. I’m a 71/2 to 8 size. The eight was huge. And the strap hung off the shoe if you tightened. Shoe was very wide. Looked too chunky. Ordered a 71/2. Keeping, but a bit tight. Have to wear bear footed. Cute.",226.0,Woman's,3.0,0.5112485885620117,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'specific_parts']",1,0.7512869278868964
7612,Womens-loafers-flats,Toasty,15/11/2024,5.0,Too Big,Not specified,Verified Buyer,"Love this shoe. Soft, toasty","Love this shoe. Soft, toasty and very comfortable. Liked this shoe so much I also ordered in the lighter color.",111.0,Woman's,5.0,0.8911990523338318,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
7614,Womens-loafers-flats,Toasty,23/07/2024,5.0,Too Big,Not specified,Verified Buyer,The fit is good &,The fit is good & super comfortable l love them ❤️ the size is good the material is also good,93.0,Woman's,5.0,0.6418982148170471,False,"['size_and_fit', 'comfort', 'quality_and_material', 'purchase_experience', 'meta_terms']",-1,0.0
7615,Womens-loafers-flats,Toasty,23/07/2024,4.0,True to size,Not specified,Verified Buyer,Different in person but still,Different in person but still cute!,35.0,Woman's,4.0,0.5483613610267639,False,"['style_and_appearance', 'meta_terms']",-1,0.0
7616,Womens-loafers-flats,Toasty,20/06/2024,5.0,True to size,Not specified,Verified Buyer,I’ll stand out!,"The cutest shoe that I’ll be pairing with my Jammie’s, my jeans or my robe! Chin, chin!",87.0,Woman's,5.0,0.8956871032714844,False,"['style_and_appearance', 'type_of_shoe']",-1,0.0
7617,Womens-loafers-flats,Toasty,20/06/2024,5.0,Too Big,Not specified,Verified Buyer,I LOVE IT!! So CUTE!,"I LOVE IT!! So CUTE! Feminine, soft, comfy, I'm very happy with it.",67.0,Woman's,5.0,0.9299768805503845,False,"['comfort', 'style_and_appearance', 'purchase_experience']",-1,0.0
7618,Womens-loafers-flats,Toasty,23/04/2024,4.0,Big,Not specified,Verified Buyer,These shoes are cute. They,"These shoes are cute. They might run a tiny bit small but I think I can manage. I am typically 8 1/2, not sure if size 9 would have felt better. They appear to be pretty comfortable.",182.0,Woman's,4.0,0.7628344893455505,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",1,1.0
7619,Womens-loafers-flats,Ridley,21/02/2025,5.0,True to size,Not specified,Verified Buyer,Super cute,Casual-Cute and Comfy. This shoe can be worn in so many ways. Can't wait to wear them with some jeans.,102.0,Woman's,5.0,0.5042106509208679,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'wearability']",-1,0.0
7620,Womens-loafers-flats,Ridley,22/02/2025,5.0,True to size,Not specified,Verified Buyer,Comfy and soft,A very comfortable loafer,25.0,Woman's,5.0,0.563508927822113,False,"['comfort', 'meta_terms']",48,1.0
7621,Womens-loafers-flats,Ridley,23/01/2025,5.0,Too Big,Not specified,Verified Buyer,White Loafer,Perfect white loafer well styled and great fit.,47.0,Woman's,5.0,0.92279052734375,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",48,0.9079632974931161
7622,Womens-loafers-flats,Ridley,07/11/2024,2.0,Too Small,Not specified,Verified Buyer,Sizing not consistent,The shoe was really cute but I wouldn’t recommend buying it online. The sizing isn’t consistent and these were really narrow and uncomfortable even though I could get my foot in,177.0,Woman's,2.0,0.637116551399231,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
7623,Womens-loafers-flats,Ridley,22/09/2024,5.0,Not specified,Not specified,Verified Buyer,Rigley Black,I love the fit of the shoe and how comfortable.,47.0,Woman's,5.0,0.6699158549308777,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
7624,Womens-loafers-flats,Ridley,16/07/2024,5.0,True to size,Not specified,Verified Buyer,So comfy!,Love love love these! Took a day to break in but are super comfy and cute. True to size.,88.0,Woman's,5.0,0.8683832883834839,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'wearability']",16,0.8922504008462098
7625,Womens-loafers-flats,Ridley,21/07/2024,5.0,Too Small,Not specified,Verified Buyer,"Beautiful and bold, very comfy.","Beautiful and bold, very comfy. Love ❤️ it",42.0,Woman's,5.0,0.9052997827529907,False,"['comfort', 'style_and_appearance', 'purchase_experience']",-1,0.0
7626,Womens-loafers-flats,Ridley,08/06/2024,5.0,Too Big,Not specified,Verified Buyer,Loved,These are sooo beautiful and comfortable.. I looooove them,58.0,Woman's,5.0,0.780610203742981,False,"['comfort', 'style_and_appearance', 'meta_terms']",24,0.741335417717173
7627,Womens-loafers-flats,Ridley,30/05/2024,5.0,True to size,Not specified,Verified Buyer,Great shoes,I like the way they fit my feet . I like the softness of the leather . I got them at an amazing price . All and all I give it a ten,131.0,Woman's,4.0,0.5663731098175049,True,"['size_and_fit', 'comfort', 'quality_and_material', 'purchase_experience', 'price_and_value']",-1,0.0
7628,Womens-loafers-flats,Ridley,15/06/2024,1.0,Not specified,Not specified,Unverified,Not for wide feet,"Couldn’t even get my foot into the shoe. Disappointed! So if you have wider feet, these aren’t for you.",103.0,Woman's,2.0,0.4664742350578308,True,"['size_and_fit', 'comfort', 'type_of_shoe']",4,0.5358254304951638
7630,Womens-loafers-flats,Ridley,03/04/2024,3.0,True to size,Not specified,Verified Buyer,Too wide,If you have narrow feet these will not fit you.,47.0,Woman's,2.0,0.4056776463985443,True,"['size_and_fit', 'comfort']",4,0.4980488214146825
7631,Womens-loafers-flats,Ridley,21/03/2024,5.0,True to size,Not specified,Verified Buyer,Haven’t worn them out yet.,Haven’t worn them out yet. Tried them on and I love the look and they are comfortable. Waiting for dryer weather to wear out.,125.0,Woman's,5.0,0.6463072896003723,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'meta_terms']",52,0.8392111436670298
7632,Womens-loafers-flats,Ridley,29/02/2024,5.0,Not specified,Not specified,Verified Buyer,Love Em,I bought these because they look very similar to a loafer that is being sold for more than 10x the price. I got the black and then also immediately ordered the red. Love em both! Will be keeping. I'm really trying hard not to order the white ones as well. I already wore the black ones. Super comfortable,304.0,Woman's,5.0,0.8133613467216492,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'wearability', 'price_and_value', 'meta_terms']",48,0.9168527434354158
7633,Womens-loafers-flats,Ridley,22/02/2024,4.0,True to size,Not specified,Verified Buyer,Almost perfect,"I am between 6.5 and 7M and first tried both sizes in red - 6.5 was too short and 7 was perfect. The loafers do not slip off the heel ( a problem I have often with loafers). They are soft and look good. In fact, l liked them so much I ordered them also in black and bone. So why 4 stars and not 5? Two",301.0,Woman's,4.0,0.701318621635437,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",61,0.2156107641511201
7634,Womens-loafers-flats,Ridley,17/02/2024,4.0,True to size,Not specified,Verified Buyer,Very comfortable,"I love the shoe, but it makes a funny sound when walking in them. I think it has something to do with the mat between your foot and the shoe. I'm returning them and reordering them and hoping that it will be better, because I really like the red shoes.",252.0,Woman's,3.0,0.6065409183502197,True,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability']",68,1.0
7635,Womens-loafers-flats,Smores,22/10/2024,4.0,Not specified,Not specified,Verified Buyer,Warm and cute!,Very cute. A little hard to walk in because they are heavy and slip off but over all i like them. Great for the plane.,118.0,Woman's,4.0,0.7790387868881226,False,"['style_and_appearance', 'purchase_experience', 'wearability']",34,0.5752701005174538
7636,Womens-loafers-flats,June,16/01/2025,4.0,Not specified,Not specified,Verified Buyer,Size up!,"I’m usually a size 7 in most types of shoes, mules included. The size 7 on me was so small!! A lot of my heel was sticking out. Because so much of my foot was sticking out I decided to order a size 7. 5 and a size 8 to see which fit me best. My heel was still sticking out of the 7. 5 and I am keeping",301.0,Woman's,2.0,0.40669941902160645,True,"['size_and_fit', 'type_of_shoe', 'meta_terms']",59,0.40250553767305564
7637,Womens-loafers-flats,Leni,12/06/2025,5.0,Too Small,Stylish,Verified Buyer,Inconsistent sizing.,"They were lovely looking, but way too small.",44.0,Woman's,3.0,0.5195645689964294,True,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",-1,0.0
7638,Womens-loafers-flats,Leni,09/06/2025,5.0,Not specified,Stylish,Verified Reviewer,Downsize 1/2 size,I ordered a size down because of some reviews on here saying that they run big but these are too small so I’ve returned them for half size up. I would only downsize by 1/2 size.,177.0,Woman's,3.0,0.41532647609710693,True,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
7639,Womens-loafers-flats,Leni,23/04/2025,4.0,Too Big,Not specified,Verified Reviewer,Perfect suede flats,"Absolutely love these shoes in chestnut suede! But beware that they do run big. I'm normally size 10 and had to go one whole size down to 9, which fit perfectly :)",163.0,Woman's,5.0,0.6085311770439148,True,"['size_and_fit', 'quality_and_material', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
7640,Womens-loafers-flats,Leni,17/04/2025,5.0,Too Big,Not specified,Verified Buyer,"Super comfortable, Beautiful quality, leather,","Super comfortable, Beautiful quality, leather, incredibly stylish and versatile, love them",90.0,Woman's,5.0,0.9333243370056152,False,"['comfort', 'style_and_appearance', 'quality_and_material', 'purchase_experience', 'meta_terms']",-1,0.0
7641,Womens-loafers-flats,Leni,14/03/2025,5.0,True to size,Not specified,Verified Buyer,One for all and all for one,"This is the show I wore in the “60’s. They went with jeans, BoHo skirts and if I polished up them, I could make them work for Sunday School. Today the material is better, the fit is better and in 2025 I can still wear them with almost everything. Thanks.",254.0,Woman's,5.0,0.6931867599487305,False,"['size_and_fit', 'quality_and_material', 'wearability']",-1,0.0
7642,Womens-loafers-flats,Leni,08/02/2025,5.0,True to size,Not specified,Verified Buyer,Beautiful!,"These shoes are so pretty, and feel so good when I wear them. I am always happy with Steve Madden flats. I can order them online, and know the size I order will fit me perfectly; not to mention how well made they are. I’ve had Steve Madden flats that I have had to throw away because I had completely",300.0,Woman's,5.0,0.8442273139953613,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability']",2,1.0
7643,Womens-loafers-flats,Leni,27/03/2025,5.0,True to size,Not specified,Verified Buyer,Best little ballet slipper around!,Best little ballet slipper around!,34.0,Woman's,5.0,0.8888442516326904,False,['meta_terms'],64,0.6874550802626618
7644,Womens-loafers-flats,Leni,27/02/2025,5.0,Big,Not specified,Verified Buyer,Beautiful shoes!,"Beautiful, classy and timeless. Runs a bit big so had to return and reorder a half size smaller.",96.0,Woman's,4.0,0.599777340888977,True,"['size_and_fit', 'style_and_appearance', 'purchase_experience', 'meta_terms']",33,0.8320521026264083
7645,Womens-loafers-flats,Leni,01/02/2025,5.0,True to size,Not specified,Verified Buyer,Gorgeous Brown,The brown color is a gorgeous dark briwn. I typically wear a size 7. 5 in. closed toe shoes but I was able to wear a 7 in these. They are also pretty comfortable.,162.0,Woman's,4.0,0.5903624892234802,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",1,0.5797154571295686
7646,Womens-loafers-flats,Leni,26/01/2025,5.0,True to size,Not specified,Verified Buyer,Happy Hunter!,"I have searched the internet for a comfortable, yet stylish flat and finally found this pair. These shoes are very cute and so comfortable and I didn’t have to “break” them in!",176.0,Woman's,5.0,0.8478380441665649,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",-1,0.0
7648,Womens-loafers-flats,Leni,19/02/2025,5.0,Not specified,Not specified,Verified Buyer,Beautiful low key silhouette,"Looks like a Audrey Hepburn Roman Holiday shoe. Minimal, european vibes.",72.0,Woman's,3.0,0.41496697068214417,True,"['style_and_appearance', 'type_of_shoe', 'wearability']",-1,0.0
7649,Womens-loafers-flats,Leni,23/02/2025,5.0,True to size,Not specified,Verified Buyer,"Great customer service, great product",Very please with quality and comfort. .,39.0,Woman's,5.0,0.6301655173301697,False,"['comfort', 'quality_and_material']",39,0.7036596444518911
7650,Womens-loafers-flats,Leni,20/02/2025,4.0,True to size,Not specified,Unverified,Beautiful shoe but runs very narrow!,"Beautiful shoe but runs very narrow! 
I ordered size 11 and length fits but very narrow in width, wish it came in regular or wide as an option. 
Will have to return unfortunately.",179.0,Woman's,3.0,0.43890058994293213,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",-1,0.0
7651,Womens-loafers-flats,Leni,02/03/2025,5.0,True to size,Not specified,Verified Buyer,Smart looking and comfortable.,Smart looking and comfortable.,30.0,Woman's,5.0,0.5402182936668396,False,"['comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
7652,Womens-loafers-flats,Leni,05/02/2025,5.0,True to size,Not specified,Verified Buyer,True to size. Stylish and,True to size. Stylish and comfy. Can dress up or down.,54.0,Woman's,5.0,0.6092092394828796,False,"['size_and_fit', 'comfort', 'style_and_appearance']",13,1.0
7653,Womens-loafers-flats,Leni,21/12/2024,5.0,Too Big,Not specified,Verified Buyer,Perfect Flat,"Love the look of this flat very elevated looks great with jeans and trousers. 

Also very comfortable I did not need to “break” them in as I do most shoes even flats",165.0,Woman's,5.0,0.7884066104888916,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",38,0.6820767839507955
7654,Womens-loafers-flats,Leni,29/11/2024,5.0,True to size,Not specified,Verified Buyer,Runs large,"Beautiful shoes and so comfy.
Had to return for a half size smaller.
I normally wear a size 8 but need a 7 -1/2.
Unfortunately they are out of stock and won’t ship until after January 2025.",189.0,Woman's,2.0,0.3795391023159027,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",1,1.0
7655,Womens-loafers-flats,Leni,25/11/2024,5.0,True to size,Not specified,Verified Buyer,Gorgeously comfy,I LOVE these suede flats. The color is perfection and they fit perfectly! Highly recommend!,91.0,Woman's,5.0,0.9711913466453552,False,"['size_and_fit', 'style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",38,0.5684408915523204
7656,Womens-loafers-flats,Leni,07/12/2024,5.0,True to size,Not specified,Verified Buyer,Gorgeous Shoe,Beautiful & comfortable. Timeless,33.0,Woman's,5.0,0.8165901303291321,False,"['comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
7657,Womens-loafers-flats,Leni,13/11/2024,5.0,Too Small,Not specified,Unverified,Love the boot to small orders bigger size,Love this Sexy Booot in grey bought an 11 based on customers opinion the width was too tight it’s cool just sent back and got a 12 in brown still waiting on those babies.,170.0,Woman's,5.0,0.5894385576248169,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",-1,0.0
7658,Womens-loafers-flats,Leni,26/02/2025,5.0,Too Big,Not specified,Verified Buyer,Great love love this shoe,Great love love this shoe color is beautiful 😍,46.0,Woman's,5.0,0.9216089248657227,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience']",-1,0.0
7659,Womens-loafers-flats,Atticus,08/05/2025,5.0,True to size,Not specified,Verified Buyer,Gorgeous shoe,I love these slides. Comfy and stylish 🤎🤍🤎🤍,43.0,Woman's,5.0,0.8959685564041138,False,"['comfort', 'style_and_appearance', 'purchase_experience']",31,0.7952536961684308
7660,Womens-loafers-flats,Atticus,09/04/2025,4.0,True to size,Not specified,Verified Buyer,Cow Print Mule,"Great purchase, stylish spin on a comfy casual look. The only con is the interior stains brown streaks on my white gel pedicure",127.0,Woman's,4.0,0.7740477919578552,False,"['comfort', 'style_and_appearance', 'purchase_experience']",67,0.5529196776193712
7661,Womens-loafers-flats,Alara,19/06/2025,5.0,True to size,"Quality, Comfortable, Stylish, Value",Verified Buyer,Love!!,"These shoes are super cute, they are comfortable also. They look cute with practically everything",97.0,Woman's,5.0,0.7934030890464783,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",26,0.4857344928522505
7662,Womens-loafers-flats,Alara,22/05/2025,2.0,Big,"Stylish, Comfortable, Value, Quality",Verified Buyer,Best summer shoe!,"Love the style and the comfort. Although a bit wide for my narrow foot. Luckily the strap is adjustable…
Replaced all my sandals!!",130.0,Woman's,4.0,0.7766749858856201,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts', 'meta_terms']",4,0.3321507557974549
7663,Womens-loafers-flats,Alara,15/10/2024,5.0,Big,Not specified,Verified Buyer,Very stylish! Love it😍,"Very comfy, stylish love it! 
Nice for wide feet. Highly recommended!",69.0,Woman's,5.0,0.9024081826210022,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience']",-1,0.0
7664,Womens-loafers-flats,Alara,14/10/2024,5.0,True to size,Not specified,Verified Reviewer,Highly recommended flats!,"It’s so comfy, stylish and nice to wear even i have wide feet 🦶 . 
Love this pair 🥰",83.0,Woman's,5.0,0.9002922177314758,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'wearability']",-1,0.0
7665,Womens-loafers-flats,Pointe,10/05/2025,4.0,Big,Not specified,Verified Buyer,Love the style. Just needed,Love the style. Just needed an extra insole.,44.0,Woman's,4.0,0.4370121955871582,False,"['style_and_appearance', 'purchase_experience', 'meta_terms']",73,1.0
7666,Womens-loafers-flats,Pointe,08/04/2025,5.0,True to size,Not specified,Verified Buyer,Love the straps,"Great design has come back. So excited for it. Bought all three colors. Fits TTs, even a little big. Wear 8. 5-9 depending on shoe, and these were good at 8. 5",159.0,Woman's,5.0,0.758407711982727,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability']",1,1.0
7668,Womens-loafers-flats,Mellow,12/06/2025,5.0,Too Small,"Quality, Stylish",Verified Buyer,perfect work shoes,love them size up tho,21.0,Woman's,5.0,0.715982973575592,False,"['size_and_fit', 'purchase_experience']",-1,0.0
7669,Womens-loafers-flats,Mellow,31/01/2025,5.0,Big,Not specified,Verified Buyer,Love!!,I searched everywhere for a good slip on shoe and this is my favorite by far. I took the advice of sizing up a half size and the fit is perfect. I also think they are way more comfortable than comments led me to believe. I really love these!,241.0,Woman's,5.0,0.9618165493011475,False,"['size_and_fit', 'comfort', 'type_of_shoe', 'purchase_experience', 'meta_terms']",64,0.3421022376413266
7670,Womens-loafers-flats,Mellow,12/03/2025,5.0,Not specified,Not specified,Unverified,I can’t find how to go to check out.,It’s very good product and I like it.,37.0,Woman's,5.0,0.5491840839385986,False,[],40,0.8702901176617723
7671,Womens-loafers-flats,Mellow,31/12/2024,5.0,True to size,Not specified,Verified Buyer,Purchased for a Christmas gift.,Purchased for a Christmas gift. She absolutely loves them. Exactly as described.,80.0,Woman's,5.0,0.8410168886184692,False,['purchase_experience'],22,0.7182312490804519
7672,Womens-loafers-flats,Mellow,25/11/2024,4.0,Too Small,Not specified,Verified Buyer,Comfy and Cute,"Definitely size up on these. I had to size up half a size. Probably could have sized up a full-size. They’re not as comfortable as you would think, but they’re decently comfortable. Super cute.",193.0,Woman's,4.0,0.7124459743499756,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",16,0.8258490492222597
7673,Womens-loafers-flats,Mellow,27/12/2024,1.0,Not specified,Not specified,Verified Buyer,"Looks cute, odd fit. Top","Looks cute, odd fit. Top is too narrow",38.0,Woman's,3.0,0.6107060313224792,True,"['size_and_fit', 'style_and_appearance']",21,0.47557832601286976
7674,Womens-loafers-flats,Mellow,04/11/2024,3.0,Too Small,Not specified,Verified Buyer,Cute but way too small,"They’re super cute, but super small. I normally wear a 7. Bought an 8. I can barely wedge my foot in these things. I don’t even have a wide foot. They’re not wide enough at all. Going to see if I can stretch them some, or they’re going back. Not keeping $100 shoes I can’t wear.",278.0,Woman's,3.0,0.43350496888160706,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
7675,Womens-loafers-flats,Mellow,01/11/2024,4.0,True to size,Not specified,Verified Buyer,Mellow black suede 71/2,They have a comfortable fit but dont really bend enough in the wedge a little stiff. I like them alot. Just wish they were more bendable when walking unless they do after wearing them? jkane,190.0,Woman's,3.0,0.6109153032302856,True,"['size_and_fit', 'comfort', 'quality_and_material', 'wearability', 'meta_terms']",34,0.9435260644189273
7676,Womens-loafers-flats,Mellow,17/11/2024,1.0,True to size,Not specified,Verified Buyer,Suede slip on shoe.,Terribly uncomfortable. Even wearing for an hour they are very very uncomfortable. Cute but I put them back in the box and putting them in the back of my closet. Lol.,166.0,Woman's,1.0,0.5837708115577698,False,"['comfort', 'style_and_appearance', 'wearability', 'meta_terms']",-1,0.0
7677,Womens-loafers-flats,Mellow,22/10/2024,5.0,Small,Not specified,Verified Buyer,Size up!,"I’m so glad I read the reviews before buying because I LOVE these shoes, they’re perfect for fall and are very versatile. However I normally wear a 6-6.5 so I got a 7.5 and they fit perfectly.",192.0,Woman's,4.0,0.6134289503097534,True,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",1,1.0
7678,Womens-loafers-flats,Mellow,27/09/2024,5.0,True to size,Not specified,Verified Buyer,Great stylish shoes,"These slide ins are so cute! They go w everything. Purchased a 9.5, seems true to size. Only thing I would say is one shoe seems to fit tighter than the other lol - crazy! I have wide feet so I’m guessing that’s why. The top part of the slides presses down on my foot right foot. It can be annoying after",304.0,Woman's,4.0,0.6459401249885559,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",1,1.0
7679,Womens-loafers-flats,Mellow,06/11/2024,1.0,Too Small,Not specified,Verified Reviewer,WAY TOO SMALL,"Waiting over a month for these and they are definitely a size too small, and of course, don’t have the next size up available. The strap is also nowhere near long enough. Disappointed.",184.0,Woman's,2.0,0.5999562740325928,True,"['size_and_fit', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
7680,Womens-loafers-flats,Mellow,14/11/2024,5.0,True to size,Not specified,Verified Buyer,Love!,These are so comfortable and literally everyone at work wanted to know where they came from! I love them.,105.0,Woman's,5.0,0.914708137512207,False,"['comfort', 'purchase_experience', 'meta_terms']",24,0.7087358107146836
7681,Womens-loafers-flats,Mellow,14/11/2024,5.0,Too Big,Not specified,Verified Buyer,So happy with my purchase!!,Great looking! Great fit! Love them!!,37.0,Woman's,5.0,0.9039207696914673,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",23,1.0
7682,Womens-loafers-flats,Mellow,10/12/2024,3.0,Too Small,Not specified,Unverified,WAY TOO SMALL,Very cute! BUT WAY TOO SMALL! I am returning and buying a whole size up.,72.0,Woman's,3.0,0.45788758993148804,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",100,1.0
7683,Womens-loafers-flats,Mellow,24/11/2024,3.0,Small,Not specified,Verified Buyer,Cute but not sure if worth the price.,"Very cute, but are tight if you have a high instep. Size up for a high instep or wide foot.",91.0,Woman's,4.0,0.4922965466976166,True,"['size_and_fit', 'style_and_appearance']",49,0.9525714008684869
7684,Womens-loafers-flats,Mellow,14/11/2024,5.0,True to size,Not specified,Verified Buyer,Super comfy and cute! Absolutely,Super comfy and cute! Absolutely love them!!,44.0,Woman's,5.0,0.9627081155776978,False,"['comfort', 'style_and_appearance', 'purchase_experience']",18,1.0
7685,Womens-loafers-flats,Mellow,24/10/2024,3.0,Too Small,Not specified,Verified Buyer,Straps are short,Cute but the straps are short once on the foot,46.0,Woman's,3.0,0.5750066637992859,False,"['style_and_appearance', 'wearability', 'specific_parts']",49,0.8236774647475039
7686,Womens-loafers-flats,Mellow,01/10/2024,5.0,True to size,Not specified,Verified Buyer,Very nice,Lovely fabric great soul. Beautiful shoe,40.0,Woman's,5.0,0.847322940826416,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience']",-1,0.0
